name,price,categoryName
"Eco Friendly Office Chair",70699,"Furniture"
"Digital Superhero Figure 617",1899,"Action Figures"
"Advanced T-Shirt",4099,"Clothing"
"Premium Mattress Protector",449,"Bedding"
"Pro Knife Set",2899,"Home & Kitchen"
"Smart Dry Shampoo",1899,"Haircare"
"Eco Friendly Cookbook",2299,"Books"
"High Performance Earbuds",18349,"Electronics"
"Fast Foundation",1049,"Makeup"
"Digital Cutting Board",2599,"Home & Kitchen"
"Slim School Uniform",1599,"Kids Wear"
"High Performance Android Tablet",47599,"Tablets"
"Slim Badminton Racket",11799,"Outdoor Sports"
"Eco Friendly Dress 629",2299,"Women Fashion"
"Lite Flagship Smartphone",30799,"Smartphones"
"Elite Shampoo",1199,"Haircare"
"Elite E-Reader",11899,"Tablets"
"Premium Flagship Smartphone",86549,"Smartphones"
"Portable Math Kit",1099,"Educational Toys"
"Dual Card Game",2399,"Board Games"
"Digital Body Lotion",249,"Beauty & Personal Care"
"High Performance Army Set",1299,"Action Figures"
"Digital Dumbbell Set",14399,"Sports & Fitness"
"Ultra Alphabet Blocks 639",3899,"Educational Toys"
"Ergonomic Storage Box",1299,"Home & Kitchen"
"Pro Puzzle Map",2499,"Educational Toys"
"High Performance Catan",999,"Board Games"
"Dual Face Wash",2849,"Beauty & Personal Care"
"Dual Eau de Toilette",11799,"Fragrances"
"Advanced Fantasy Book",599,"Fiction"
"Smart Cleanser",4549,"Skincare"
"Dual Power Bank",3099,"Accessories"
"Fast School Uniform",549,"Kids Wear"
"Slim Budget Phone",48799,"Smartphones"
"Elite Room Freshener",7199,"Fragrances"
"Professional Sunscreen",2149,"Beauty & Personal Care"
"Fast Ceiling Fan",8299,"Appliances"
"Compact Art Book",399,"Comics"
"Advanced Toy Train",6899,"Toys & Games"
"Classic Bicycle Light",1399,"Cycling"
"Heavy Duty Car Vacuum Cleaner 656",3549,"Automotive"
"Smart Shampoo",1899,"Haircare"
"Heavy Duty Cycling Gloves",2799,"Cycling"
"Lite 1000 Piece Puzzle",1499,"Puzzles"
"Classic Toy Train 660",3699,"Toys & Games"
"Dual Cookbook",1199,"Books"
"Classic Philosophy Book",1249,"Non-Fiction"
"Pro Cycling Gloves",2949,"Cycling"
"High Performance Mascara",2999,"Makeup"
"Wireless Water Bottle Cage",1599,"Cycling"
"Lite Android Phone",108699,"Smartphones"
"Classic Building Blocks",4399,"Toys & Games"
"Classic Seat Cover",10999,"Automotive"
"Classic Hair Mask",1499,"Haircare"
"Ultra Attar",3449,"Fragrances"
"Wireless Foam Puzzle 671",1899,"Puzzles"
"Smart Air Fryer",33899,"Appliances"
"Premium Foam Roller",2999,"Yoga"
"Premium File Folder",799,"Office Supplies"
"Professional Screen Protector 675",2699,"Accessories"
"Premium Practice Tests",1899,"Academic"
"Slim Pressure Cooker",3199,"Cookware"
"Pro Resistance Band 678",11749,"Sports & Fitness"
"Compact Highlighter Set",899,"Stationery"
"Elite 2-in-1 Laptop",63249,"Laptops"
"Slim Bicycle Light",299,"Cycling"
"Advanced Quilt",5399,"Bedding"
"Smart Saree",5499,"Women Fashion"
"Compact Jump Rope 684",9549,"Sports & Fitness"
"Portable Graphic Novel 685",299,"Comics"
"Classic Workbook",1599,"Academic"
"Lite Kadai",3199,"Cookware"
"Classic Knife Set",2949,"Home & Kitchen"
"Premium Practice Tests 689",2099,"Academic"
"High Performance Sleeping Bag",1299,"Outdoor Sports"
"Slim Ab Roller",1199,"Sports & Fitness"
"Smart Doll House",5099,"Toys & Games"
"Fast Earbuds",44799,"Electronics"
"Advanced Toy Train 694",7399,"Toys & Games"
"Digital Globe",3849,"Educational Toys"
"Professional Self Help Book",1899,"Books"
"Ultra Practice Tests",2099,"Academic"
"Professional T-Shirt",1599,"Clothing"
"Digital Self Help Book",1699,"Books"
"Advanced Microwave",20549,"Appliances"
"Elite Ceiling Fan",16999,"Appliances"
"Ergonomic Business Notebook",147599,"Laptops"
"Fast Seat Cover",3599,"Automotive"
"Compact Car Polish",2399,"Car Accessories"
"Digital Denim Jeans",1099,"Clothing"
"Compact Phone Case",1899,"Accessories"
"Professional Bicycle Light",899,"Cycling"
"Advanced Denim Jeans",2999,"Clothing"
"Pro Barbell",9199,"Gym Equipment"
"Classic Cycling Gloves",4249,"Cycling"
"Premium Face Wash",2499,"Beauty & Personal Care"
"Ergonomic USB Hub",5549,"Electronics"
"Pro Whiteboard 713",1399,"Office Supplies"
"Fast Denim Jeans 714",4999,"Clothing"
"Compact Play Kitchen",7799,"Toys & Games"
"High Performance Yoga Mat 716",8949,"Sports & Fitness"
"Wireless Romance Novel 717",599,"Fiction"
"High Performance Office Chair",10299,"Furniture"
"Lite Jump Rope",11449,"Sports & Fitness"
"Advanced Stapler",1299,"Office Supplies"
"Wireless Power Bank",1199,"Accessories"
"Premium Flagship Smartphone 722",74249,"Smartphones"
"Elite Hair Oil",599,"Haircare"
"Lite 3D Puzzle",1949,"Puzzles"
"High Performance Blush",499,"Makeup"
"Dual Pressure Cooker",3599,"Cookware"
"Portable Android Phone",88799,"Smartphones"
"Wireless Mattress Protector",7249,"Bedding"
"Ultra Barbell",23099,"Gym Equipment"
"Eco Friendly Highlighter Set",599,"Stationery"
"Smart Superhero Comic",499,"Comics"
"Slim Mascara",1049,"Makeup"
"Lite Card Game",2699,"Board Games"
"Heavy Duty Eyeshadow Palette",899,"Makeup"
"Digital Kadai",5899,"Cookware"
"Portable Practice Tests",2599,"Academic"
"Smart Whiteboard",1199,"Office Supplies"
"Premium Dino Figure",4999,"Action Figures"
"Elite Desk Organiser",2049,"Office Supplies"
"Advanced Chromebook",41399,"Laptops"
"Classic Charging Cable 741",999,"Accessories"
"Classic Pillow Cover",799,"Bedding"
"Dual Whiteboard",499,"Office Supplies"
"Portable LED Monitor",51999,"Electronics"
"Pro Comforter 745",3299,"Bedding"
"Fast 2-in-1 Laptop",71599,"Laptops"
"Compact Jacket",649,"Clothing"
"Ultra Jacket",3699,"Clothing"
"Dual Building Blocks",5799,"Toys & Games"
"Advanced 500 Piece Puzzle",699,"Puzzles"
"High Performance 3D Puzzle",699,"Puzzles"
"Lite Frock",949,"Kids Wear"
"Ergonomic Cricket Bat",17399,"Outdoor Sports"
"Pro Dry Shampoo",199,"Haircare"
"Elite Badminton Racket 755",18799,"Outdoor Sports"
"Portable Stapler",1499,"Office Supplies"
"Lite Manga Volume",1499,"Comics"
"Heavy Duty Comforter",7649,"Bedding"
"Ergonomic Sofa",22299,"Furniture"
"Compact Storage Box",1699,"Home & Kitchen"
"Wireless Weight Bench",75299,"Gym Equipment"
"Professional Chromebook",109999,"Laptops"
"Portable Printed Tee",2149,"Kids Wear"
"Ergonomic Measuring Tape 764",2699,"Tools & Hardware"
"Premium Chess Set",1999,"Board Games"
"Compact Bookshelf",5199,"Furniture"
"Wireless Chinos",1849,"Men Fashion"
"Portable Budget Phone 768",109799,"Smartphones"
"Slim Jacket",1399,"Clothing"
"Wireless Shampoo",2499,"Haircare"
"Heavy Duty Stapler",2899,"Office Supplies"
"Heavy Duty Earbuds",57199,"Electronics"
"Ultra Kurti",6699,"Women Fashion"
"High Performance Body Lotion",2799,"Beauty & Personal Care"
"Slim Manga Volume",1299,"Comics"
"Compact Body Lotion 776",1999,"Beauty & Personal Care"
"Classic Bluetooth Speaker",43899,"Electronics"
"Heavy Duty Foam Puzzle 778",1099,"Puzzles"
"Ultra Pressure Cooker",699,"Cookware"
"Dual 3D Puzzle 780",1799,"Puzzles"
"Portable Screen Protector",3499,"Accessories"
"Slim 5G Phone",89299,"Smartphones"
"Advanced Cycling Gloves",2299,"Cycling"
"Advanced Denim Jeans 784",4699,"Clothing"
"Fast Phone Case",3099,"Accessories"
"Eco Friendly Practice Tests",1499,"Academic"
"Advanced Joggers",599,"Kids Wear"
"Eco Friendly Novel",2099,"Books"
"Advanced Printed Tee 789",1249,"Kids Wear"
"Slim Puzzle Map",3399,"Educational Toys"
"Slim Bookshelf",31049,"Furniture"
"Ergonomic Notebook",999,"Stationery"
"Ultra Ultrabook",57999,"Laptops"
"Heavy Duty Sneakers",1699,"Footwear"
"Wireless Workbook",2399,"Academic"
"High Performance Workbook 796",1799,"Academic"
"Classic 2-in-1 Laptop",58049,"Laptops"
"Compact Printed Tee",2099,"Kids Wear"
"Digital Foundation",4549,"Makeup"
"Compact Anime Figure",1799,"Action Figures"
"Professional Camera Phone",75799,"Smartphones"
"Eco Friendly Cycling Gloves",3899,"Cycling"
"Ergonomic Pliers",3999,"Tools & Hardware"
"Elite Joggers",399,"Kids Wear"
"Ergonomic 500 Piece Puzzle 805",1149,"Puzzles"
"Heavy Duty 1000 Piece Puzzle",1799,"Puzzles"
"Slim Mattress Protector 807",2749,"Bedding"
"Ultra Convertible Tablet",79399,"Tablets"
"Professional Chromebook 809",128599,"Laptops"
"Professional Smart Watch",7799,"Electronics"
"Classic Air Fryer",31399,"Appliances"
"Portable Stand",299,"Accessories"
"Heavy Duty Art Book",799,"Comics"
"Ergonomic Perfume",8249,"Fragrances"
"Advanced Toner",3599,"Skincare"
"Digital Flip Flops",9299,"Footwear"
"Elite Kadai 817",1599,"Cookware"
"Smart Quilt",6599,"Bedding"
"Portable Tyre Inflator",349,"Car Accessories"
"Advanced File Folder 820",2999,"Office Supplies"
"Dual Track Pants",6999,"Men Fashion"
"Slim Mattress Protector 822",4899,"Bedding"
"High Performance Pillow Cover",4599,"Bedding"
"Compact Tawa",4199,"Cookware"
"Premium Dictionary",299,"Books"
"Eco Friendly Tawa",2599,"Cookware"
"Pro Alphabet Blocks",1799,"Educational Toys"
"Fast Mascara",4349,"Makeup"
"Smart Graphic Novel",1299,"Comics"
"Elite Kurta",1099,"Men Fashion"
"Elite Pillow Cover",499,"Bedding"
"Ergonomic Bed Sheet",449,"Bedding"
"Premium Hoodie",2199,"Clothing"
"Elite Dash Camera",4799,"Automotive"
"Smart Art Book 835",1399,"Comics"
"Advanced Math Kit 836",249,"Educational Toys"
"Elite Tyre Inflator",249,"Car Accessories"
"Compact Body Mist",11199,"Fragrances"
"Pro Sketch Pens",1199,"Stationery"
"Digital Toner",3199,"Skincare"
"Smart Practice Tests",1849,"Academic"
"Ergonomic Chromebook",124599,"Laptops"
"Smart Superhero Figure",2399,"Action Figures"
"Compact Mixer Grinder",36099,"Appliances"
"Digital Anime Figure",3299,"Action Figures"
"Slim Yoga Block 846",1599,"Yoga"
"Eco Friendly Frock",1749,"Kids Wear"
"Lite Math Kit",2499,"Educational Toys"
"Premium File Folder 849",1699,"Office Supplies"
"Premium Cutting Board 850",4999,"Home & Kitchen"
"Elite Monopoly",1049,"Board Games"
"Eco Friendly Study Material",1799,"Academic"
"Professional Kids Tablet",66649,"Tablets"
"Pro Cookbook",599,"Books"
"Heavy Duty Sofa",25399,"Furniture"
"Dual Phone Case",2099,"Accessories"
"Classic Denim Jeans",4549,"Clothing"
"Heavy Duty 3D Puzzle",1099,"Puzzles"
"High Performance Anime Figure",1299,"Action Figures"
"Portable Drawing Tablet",37699,"Tablets"
"Dual Leggings",1799,"Women Fashion"
"Lite Sun Shade",2899,"Car Accessories"
"Heavy Duty Bed Frame",5899,"Furniture"
"Fast Self Help Book",1949,"Books"
"Dual Stand",2899,"Accessories"
"Heavy Duty Superhero Figure",4999,"Action Figures"
"Dual Lipstick",3099,"Makeup"
"Wireless Cycling Gloves",2199,"Cycling"
"Premium Eye Cream",1999,"Skincare"
"Dual Science Book",1399,"Non-Fiction"
"Eco Friendly Doll House",4299,"Toys & Games"
"Slim Mascara 872",2199,"Makeup"
"Premium Body Mist",5299,"Fragrances"
"Pro Puzzle Map 874",2699,"Educational Toys"
"Professional Desk Organiser",799,"Office Supplies"
"Digital Kids Tablet",63499,"Tablets"
"Professional Microwave",36699,"Appliances"
"Fast Sofa",3949,"Furniture"
"Classic Conditioner 879",1799,"Haircare"
"Ultra Geometric Box",799,"Stationery"
"High Performance Toy Train",4199,"Toys & Games"
"High Performance Room Freshener",6199,"Fragrances"
"Compact Sneakers",10249,"Footwear"
"Wireless Novel",1999,"Books"
"Dual Dumbbell Set",2249,"Sports & Fitness"
"Slim Monopoly",699,"Board Games"
"Professional Weight Bench",7749,"Gym Equipment"
"Ultra Blazer",599,"Men Fashion"
"Dual Cleanser",2899,"Skincare"
"High Performance Room Freshener 890",4399,"Fragrances"
"Compact 1000 Piece Puzzle",249,"Puzzles"
"Fast Dumbbell Set",9099,"Sports & Fitness"
"Premium Android Phone",99899,"Smartphones"
"Smart Kurta",899,"Men Fashion"
"High Performance Thriller Novel",749,"Fiction"
"Portable Sleeping Bag",11199,"Outdoor Sports"
"Advanced LED Monitor",11999,"Electronics"
"Elite Bed Sheet",4799,"Bedding"
"Premium Reference Guide",2249,"Academic"
"Eco Friendly T-Shirt",899,"Clothing"
"Eco Friendly Face Wash",2599,"Beauty & Personal Care"
"Compact Air Fryer",16799,"Appliances"
"Ultra 500 Piece Puzzle",1149,"Puzzles"
"Dual Blush",2299,"Makeup"
"Wireless Bed Sheet",7899,"Bedding"
"Classic Ceiling Fan 906",21449,"Appliances"
"Lite Wok",1199,"Cookware"
"Eco Friendly Smart Watch",47999,"Electronics"
"Professional Microwave 909",33599,"Appliances"
"Dual Sci-Fi Novel",399,"Fiction"
"Advanced Puzzle Map",3899,"Educational Toys"
"Dual 2-in-1 Laptop",122599,"Laptops"
"Portable Gaming Laptop",113799,"Laptops"
"Classic Car Charger",3799,"Automotive"
"Ergonomic Bicycle Light",1799,"Cycling"
"Heavy Duty Textbook 916",1649,"Academic"
"Heavy Duty Chinos",2699,"Men Fashion"
"Smart Cricket Bat",9599,"Outdoor Sports"
"Premium Cleanser",1999,"Skincare"
"Slim Highlighter Set",599,"Stationery"
"Elite Air Fryer",23649,"Appliances"
"Elite Stand",3299,"Accessories"
"Dual Yoga Mat",2099,"Sports & Fitness"
"Advanced Kids Tablet",18999,"Tablets"
"Ultra Screen Protector",2099,"Accessories"
"Premium Bluetooth Speaker",46449,"Electronics"
"Advanced Storage Box",1999,"Home & Kitchen"
"Compact Hammer",7399,"Tools & Hardware"
"Elite Sun Shade",2799,"Car Accessories"
"Compact Sandals",10199,"Footwear"
"Dual Stapler",1599,"Office Supplies"
"Premium Hair Oil",999,"Haircare"
"Pro Tawa",5799,"Cookware"
"Heavy Duty Cleanser 934",4799,"Skincare"
"Pro Stapler",2799,"Office Supplies"
"Professional Bed Sheet",4699,"Bedding"
"Classic Running Shoes",10499,"Footwear"
"Ultra Business Notebook",42099,"Laptops"
"Premium Water Bottle Cage",1049,"Cycling"
"Lite Play Kitchen",4049,"Toys & Games"
"Smart Sleeping Bag",6699,"Outdoor Sports"
"Portable Workbook",2899,"Academic"
"Lite Perfume",5699,"Fragrances"
"Smart Superhero Figure 944",3899,"Action Figures"
"High Performance Pull-up Bar",9299,"Gym Equipment"
"Elite Sneakers",10499,"Footwear"
"Advanced Scrabble 947",1499,"Board Games"
"Wireless Sketch Pens",1199,"Stationery"
"High Performance Geometric Box 949",249,"Stationery"
"Wireless Kurti",3549,"Women Fashion"
"Heavy Duty Eyeshadow Palette 951",4949,"Makeup"
"Wireless Office Chair 952",9899,"Furniture"
"Smart Eau de Toilette",6349,"Fragrances"
"Elite Math Kit",1699,"Educational Toys"
"Heavy Duty Car Polish",2999,"Car Accessories"
"Classic Seat Cover 956",899,"Automotive"
"Compact Manga Volume",449,"Comics"
"Professional Alphabet Blocks",1199,"Educational Toys"
"Dual Polo Shirt",899,"Men Fashion"
"Wireless Storage Box",4699,"Home & Kitchen"
"Slim Kurta",5899,"Men Fashion"
"Elite Dictionary 962",1499,"Books"
"Premium Workbook",1899,"Academic"
"Lite Earbuds",63199,"Electronics"
"Wireless Iron Box",13199,"Appliances"
"Eco Friendly Non-stick Pan",1499,"Cookware"
"Compact Dumbbell Set",1949,"Sports & Fitness"
"Heavy Duty Philosophy Book",1399,"Non-Fiction"
"Premium Track Pants",6449,"Men Fashion"
"Lite Sunscreen",1299,"Beauty & Personal Care"
"High Performance Foam Roller 971",2699,"Yoga"
"Digital Flip Flops 972",3399,"Footwear"
"Eco Friendly Frock 973",2249,"Kids Wear"
"Advanced Air Freshener",2149,"Car Accessories"
"Fast Body Lotion",2999,"Beauty & Personal Care"
"Advanced Doll House",4499,"Toys & Games"
"Portable Perfume",4299,"Fragrances"
"Advanced Kurta",6299,"Men Fashion"
"Eco Friendly Eyeshadow Palette",4099,"Makeup"
"Compact Chinos 980",6499,"Men Fashion"
"Pro Screwdriver Set",6999,"Tools & Hardware"
"Slim Cricket Bat",7099,"Outdoor Sports"
"Portable Cricket Bat",15499,"Outdoor Sports"
"Eco Friendly Globe",3699,"Educational Toys"
"Lite 500 Piece Puzzle",1899,"Puzzles"
"Lite Office Chair",4599,"Furniture"
"Premium Denim Jeans",1149,"Clothing"
"Portable Foam Roller 988",2299,"Yoga"
"Slim Track Pants",2699,"Men Fashion"
"Premium Jump Rope",12799,"Sports & Fitness"
"Advanced Reference Guide",1999,"Academic"
"High Performance Lipstick",3599,"Makeup"
"High Performance Cutting Board",1499,"Home & Kitchen"
"Eco Friendly Biography",2299,"Books"
"Advanced Highlighter Set",999,"Stationery"
"Professional Business Notebook 996",38299,"Laptops"
"Fast Joggers",1999,"Kids Wear"
"Ergonomic Charging Cable 998",2249,"Accessories"
"Slim Yoga Strap",2499,"Yoga"
"Pro Foundation",2849,"Makeup"
"High Performance Sketch Pens",999,"Stationery"
"Classic Cookbook 1002",2399,"Books"
"Heavy Duty Sneakers 1003",7749,"Footwear"
"Wireless Eau de Toilette",5799,"Fragrances"
"Slim Sketch Pens",699,"Stationery"
"Portable Camera Phone",113499,"Smartphones"
"Ultra Barbell 1007",30349,"Gym Equipment"
"Digital Remote Control Car",5799,"Toys & Games"
"Ultra Printed Tee",1949,"Kids Wear"
"Portable LED Monitor 1010",82049,"Electronics"
"Fast Car Charger",699,"Automotive"
"Lite Webcomic Collection 1012",1499,"Comics"
"Digital Globe 1013",699,"Educational Toys"
"Slim Body Mist",1499,"Fragrances"
"Advanced Workbook",1599,"Academic"
"Digital Flip Flops 1016",7599,"Footwear"
"Ultra Superhero Comic",899,"Comics"
"Advanced Joggers 1018",2099,"Kids Wear"
"Ultra Cutting Board",2599,"Home & Kitchen"
"Wireless Pressure Cooker 1020",5499,"Cookware"
"Lite Toner 1021",749,"Skincare"
"Compact Knife Set",3699,"Home & Kitchen"
"Wireless Barbell 1023",8499,"Gym Equipment"
"Ultra Polo Shirt",5999,"Men Fashion"
"Elite Quilt",7799,"Bedding"
"Fast Bed Frame 1026",3649,"Furniture"
"Heavy Duty Sofa 1027",46749,"Furniture"
"Fast Resistance Band",6299,"Sports & Fitness"
"Pro Air Freshener",2499,"Car Accessories"
"Portable Treadmill",55199,"Gym Equipment"
"Advanced Travel Guide 1031",949,"Non-Fiction"
"Slim Android Tablet",32849,"Tablets"
"Classic Highlighter Set",1099,"Stationery"
"Dual Toner",1299,"Skincare"
"Smart Sunscreen 1035",899,"Beauty & Personal Care"
"Lite Foam Roller",1599,"Yoga"
"Wireless Chromebook",125399,"Laptops"
"Pro Dash Camera",10999,"Automotive"
"Lite Printed Tee",2199,"Kids Wear"
"Professional 5G Phone",54899,"Smartphones"
"Eco Friendly Seat Cover",9799,"Automotive"
"Elite Cutting Board",3049,"Home & Kitchen"
"Wireless Stand",1999,"Accessories"
"Compact Blush",4199,"Makeup"
"Ultra Hammer",349,"Tools & Hardware"
"Compact Graphic Novel",999,"Comics"
"Ultra Jacket 1047",799,"Clothing"
"Slim Building Blocks",4599,"Toys & Games"
"High Performance Car Vacuum Cleaner",7499,"Automotive"
"Compact Wooden Puzzle",1949,"Puzzles"
"Ergonomic Foundation",799,"Makeup"
"Ergonomic Ultrabook",107199,"Laptops"
"Elite Bed Frame",35049,"Furniture"
"Heavy Duty Body Lotion",2999,"Beauty & Personal Care"
"Elite Sketch Pens",1049,"Stationery"
"Fast Formal Shirt",4999,"Clothing"
"Advanced Yoga Mat",6199,"Sports & Fitness"
"Ergonomic Stapler",1999,"Office Supplies"
"Eco Friendly Chromebook",40899,"Laptops"
"High Performance 500 Piece Puzzle",1399,"Puzzles"
"Elite Superhero Comic",699,"Comics"
"Slim Charging Cable",2399,"Accessories"
"Digital Wok 1063",3999,"Cookware"
"Fast Lipstick 1064",3299,"Makeup"
"Portable Perfume 1065",699,"Fragrances"
"High Performance History Book",1099,"Non-Fiction"
"Pro Attar",3799,"Fragrances"
"Fast Toy Train 1068",2199,"Toys & Games"
"Compact Quilt",7199,"Bedding"
"Classic Water Jug",3299,"Home & Kitchen"
"Elite Storage Box",3999,"Home & Kitchen"
"Fast Sleeping Bag",11899,"Outdoor Sports"
"Compact Math Kit",1699,"Educational Toys"
"Fast History Book",1249,"Non-Fiction"
"Slim Water Jug",2999,"Home & Kitchen"
"Portable Thriller Novel 1076",999,"Fiction"
"Ergonomic Flip Flops",899,"Footwear"
"Lite Yoga Strap",599,"Yoga"
"Dual 3D Puzzle 1079",1699,"Puzzles"
"High Performance Yoga Strap",2249,"Yoga"
"Heavy Duty Eau de Toilette",7549,"Fragrances"
"Heavy Duty Body Lotion 1082",2999,"Beauty & Personal Care"
"Portable Eye Cream",1499,"Skincare"
"Lite T-Shirt",2899,"Clothing"
"Digital Foam Puzzle",1899,"Puzzles"
"Smart Monopoly",1399,"Board Games"
"Ergonomic Ab Roller",11399,"Sports & Fitness"
"Wireless Running Shoes 1088",10699,"Footwear"
"Ultra Geometric Box 1089",1399,"Stationery"
"Heavy Duty Practice Tests",1499,"Academic"
"Ergonomic Reference Guide",2749,"Academic"
"Digital Kids Tablet 1092",40499,"Tablets"
"Wireless Doll House",4599,"Toys & Games"
"Eco Friendly Measuring Tape",5299,"Tools & Hardware"
"Eco Friendly Geometric Box 1095",249,"Stationery"
"Advanced Dino Figure",2199,"Action Figures"
"Premium Saree",7449,"Women Fashion"
"Eco Friendly Shampoo",2199,"Haircare"
"Portable Lipstick",599,"Makeup"
"Slim Power Bank",949,"Accessories"
"Classic Printed Tee",1199,"Kids Wear"
"Classic Conditioner 1102",2499,"Haircare"
"Ultra Sofa",51799,"Furniture"
